id,latitude,longitude,name,type,color
835,40.773888,-73.847313,Waterview Nursing Care Center,NH,ffe119
837,40.724815,-73.838074,Fairview Nursing Care Center Inc,NH,ffe119
838,40.610161,-73.745438,Far Rockaway Nursing Home,NH,ffe119
839,40.765556,-73.823601,"Sapphire Center for Rehabilitation and Nursing of Central Queens, LLC",NH,ffe119
840,40.721531,-73.854881,Forest Hills Care Center,NH,ffe119
841,40.721714,-73.841331,Forest View Center for Rehabilitation & Nursing,NH,ffe119
842,40.763371,-73.820488,Long Island Care Center Inc,NH,ffe119
843,40.722591,-73.804779,Meadow Park Rehabilitation and Health Care Center LLC,NH,ffe119
844,40.59795,-73.744637,"Oceanview Nursing & Rehabilitation Center, LLC",NH,ffe119
845,40.578716,-73.835403,Park Nursing Home,NH,ffe119
846,40.579185,-73.834702,Promenade Rehabilitation and Health Care Center,NH,ffe119
847,40.700535,-73.941711,Woodhull Medical & Mental Health Center,HOSP,800000
848,40.740398,-73.849472,Rego Park Nursing Home,NH,ffe119
849,40.593727,-73.797134,Resort Nursing Home,NH,ffe119
850,40.746719,-73.7117,"New Glen Oaks Nursing Home, Inc",NH,ffe119
851,40.738827,-73.849312,Park Terrace Care Center,NH,ffe119
852,40.725147,-73.753143,Windsor Park Nursing Home,NH,ffe119
853,40.77457,-73.848305,"Woodcrest Rehabilitation & Residential Health Care Center., LLC",NH,ffe119
854,40.765881,-73.724258,Little Neck Care Center,NH,ffe119
855,40.60004,-73.752151,Queens Nassau Rehabilitation and Nursing Center,NH,ffe119
856,40.596481,-73.751122,Brookhaven Rehabilitation & Health Care Center LLC,NH,ffe119
857,40.72633,-73.890694,Midway Nursing Home,NH,ffe119
858,40.726879,-73.871681,Dry Harbor Nursing Home,NH,ffe119
859,40.59404,-73.78437,"Lawrence Nursing Care Center, Inc",NH,ffe119
860,40.756798,-73.822784,Franklin Center for Rehabilitation and Nursing,NH,ffe119
861,40.765556,-73.825699,Cypress Garden Center for Nursing and Rehabilitation,NH,ffe119
862,40.700279,-73.816765,Jamaica Hospital Nursing Home Co Inc,NH,ffe119
863,40.708519,-73.785828,Highland Care Center,NH,ffe119
864,40.712078,-73.764412,Holliswood Center for Rehabilitation and Healthcare,NH,ffe119
865,40.713646,-73.780113,Hillside Manor Rehab & Extended Care Center,NH,ffe119
866,40.71431,-73.801186,Chapin Home for the Aging,NH,ffe119
867,40.56918,-73.864243,Neponsit Health Care Center,NH,ffe119
868,42.781742,-78.77224,Mercy Hospital - Mercy Hospital Orchard Park Division,HOSP,800000
870,41.044373,-73.805046,Mt. Vernon Neighborhood Health Center,DTC-EC,f58231
871,40.595409,-73.748398,"West Lawrence Care Center, LLC",NH,ffe119
872,40.903416,-73.838448,Mt Vernon Neighborhood Health Center,DTC,e6194b
874,40.592949,-73.793602,Horizon Care Center,NH,ffe119
875,40.579437,-73.833862,Beacon Rehabilitation and Nursing Center,NH,ffe119
876,40.516773,-74.196808,Staten Island University Hosp-South,HOSP,800000
877,40.635807,-74.106674,Richmond University Medical Center,HOSP,800000
878,42.92717,-78.829224,Terrace View Long Term Care Facility,NH,ffe119
879,40.584141,-74.086998,Staten Island University Hosp-North,HOSP,800000
880,43.105232,-77.618706,Easter Seals Comprehensive Primary Care D&TC,DTC,e6194b
881,40.579643,-74.131454,Eger Health Care and Rehabilitation Center,NH,ffe119
882,40.593884,-74.135338,"Sea View Hospital, Rehabilitation Center and Home",NH,ffe119
883,40.608437,-74.122993,"Clove Lakes Health Care and Rehabilitation Center, Inc",NH,ffe119
884,40.620567,-74.076324,"New Vanderbilt Rehabilitation and Care Center, Inc",NH,ffe119
885,40.633396,-74.092171,Silver Lake Specialized Rehabilitation and Care Center,NH,ffe119
886,40.634281,-74.087616,Verrazano Nursing Home,NH,ffe119
887,40.596214,-74.090599,Carmel Richmond Healthcare and Rehabilitation Center,NH,ffe119
888,40.640015,-74.094337,Staten Island Care Center,NH,ffe119
889,40.606915,-74.131828,Golden Gate Rehabilitation & Health Care Center,NH,ffe119
890,42.678467,-73.795662,VNA Home Health,CHHA,4363d8
891,44.685066,-73.449348,HCR / HCR Home Care,CHHA,4363d8
892,44.219894,-73.597755,Essex County Nursing Service,CHHA,4363d8
893,44.845558,-74.290764,Franklin County Public Health Services,CHHA,4363d8
894,43.7584,-74.252502,Hamilton County Public Health Nursing Service Home Health Agency,CHHA,4363d8
895,42.736294,-73.687233,Eddy Visiting Nurse Association,CHHA,4363d8
896,42.811604,-73.949379,Visiting Nurse Service of Northeastern New York,CHHA,4363d8
897,43.0970571,-77.6192004,HCR / HCR Home Care,CHHA,4363d8
898,43.359562,-73.701469,Warren County Health Services,CHHA,4363d8
899,43.30069,-73.585999,HCR / HCR Home Care,CHHA,4363d8
900,40.860298,-73.889198,Montefiore Medical Center Home Care and Extended Services,CHHA,4363d8
901,40.706543,-74.005569,HHC Health and Home Care,CHHA,4363d8
902,40.706348,-74.01359,MJHS Home Care,CHHA,4363d8
903,40.626369,-74.152084,VNA of Staten Island,CHHA,4363d8
904,40.747776,-73.988197,Visiting Nurse Service of New York Home Care,CHHA,4363d8
905,40.584164,-73.934738,"Prime Home Health Services, LLC",CHHA,4363d8
906,40.693969,-73.984769,Empire State Home Care Services Inc,CHHA,4363d8
907,41.177589,-73.868782,Dominican Sisters Family Health Service Inc,CHHA,4363d8
908,40.8241,-73.224701,Suffolk Co Dept of Health Services Bureau  of Public Health Nursing,CHHA,4363d8
909,40.765911,-73.017731,Brookhaven Memorial Hospital Home Care Dept,CHHA,4363d8
910,41.063232,-73.839722,Visiting Nurse Association of Hudson Valley,CHHA,4363d8
911,41.402603,-74.321541,Orange County Department of Health Division of Public Health Nursing,CHHA,4363d8
912,41.046043,-74.005409,Nyack Hospital Home Care Department,CHHA,4363d8
913,41.092449,-73.977852,Good Samaritan Hospital Home Care Department,CHHA,4363d8
914,41.796227,-74.710045,Sullivan County Public Health Services,CHHA,4363d8
915,40.913258,-73.779434,Westchester County Department of Health,CHHA,4363d8
916,40.969849,-73.806931,Lawrence Home Care of Westchester,CHHA,4363d8
917,42.086971,-78.450386,Cattaraugus County Dept of Health Home Health Agency,CHHA,4363d8
918,42.093357,-76.796593,Chemung County Department of Health Home Health Agency,CHHA,4363d8
919,43.092171,-77.582054,Lifetime Care,CHHA,4363d8
920,42.911777,-78.870277,Buffalo Center for Rehabilitation and Nursing,NH,ffe119
921,43.201027,-77.497665,Visiting Nurse Service of Rochester and Monroe County,CHHA,4363d8
922,42.63702,-76.190186,HCR / HCR Home Care,CHHA,4363d8
923,43.985638,-75.918922,Jefferson County Public Health Service,CHHA,4363d8
924,43.795677,-75.498146,Lewis County General Hospital Certified Home Healthcare Agency,CHHA,4363d8
925,43.093097,-76.070333,HCR / HCR Home Care,CHHA,4363d8
926,43.099613,-75.275528,Visiting Nurse Association of Utica and Oneida County Inc,CHHA,4363d8
927,43.099613,-75.275528,Visiting Nurse Association of Utica and Oneida County Inc,CHHA,4363d8
928,43.053761,-76.172157,Visiting Nurse Association of Central New York Inc,CHHA,4363d8
929,43.310375,-73.636749,Planned Parenthood Mohawk Hudson Inc,DTC-EC,f58231
930,41.495663,-74.029892,Cornerstone Family Healthcare:  The Kaplan Family Pavilion,DTC,e6194b
931,41.452526,-74.382607,Middletown Park Rehabilitation & Health Care Center,NH,ffe119
932,42.995274,-78.801361,Lifetime Health Medical Group,DTC-EC,f58231
933,43.099197,-79.05085,Trott Access Center,DTC-EC,f58231
934,40.578274,-73.939247,Menorah Home & Hospital for Aged & Infirm,NH,ffe119
935,40.665806,-73.909813,Brownsville Multi-Service Family Health Center,DTC,e6194b
936,42.27029,-74.921367,HCR / HCR Home Care,CHHA,4363d8
937,43.060444,-77.099724,Newark Health Center,HOSP-EC,46f0f0
938,40.722939,-73.987465,Max Meltzer Health & Service Center,HOSP-EC,46f0f0
939,41.45332,-74.280342,Campbell Hall Rehabilitation Center Inc,NH,ffe119
940,43.076153,-75.652176,Planned Parenthood Mohawk Hudson Inc,DTC-EC,f58231
941,42.585533,-76.370605,Groton Community Health Care Center Residential Care Facility,NH,ffe119
942,40.765057,-73.940491,"Phoenix Houses of New York, Inc.",DTC,e6194b
943,42.220104,-73.865952,Greene County Public Health Department,DTC,e6194b
944,42.1194,-79.310501,Heritage Green Nursing Home,NH,ffe119
945,40.89048,-73.787163,Dumont Center for Rehabilitation and Nursing Care,NH,ffe119
946,42.895493,-78.508652,Sisters Hospital Alden Medical Center,HOSP-EC,46f0f0
947,40.73819,-73.643799,Winthrop-University Hospital Home Health Agency,CHHA,4363d8
948,43.569448,-76.135422,Oswego County Health Dept,DTC-EC,f58231
949,43.336044,-73.715347,Prospect Child and Family Center,DTC,e6194b
950,42.126461,-77.967834,Wellsville Manor Care Center,NH,ffe119
951,40.70208,-73.815659,Samaritan Health Service Van Wyck,DTC-EC,f58231
952,41.989207,-74.505634,Gottscho Childrens Dialysis Center,HOSP-EC,46f0f0
953,42.526142,-76.986069,Dundee Family Health Center,,bcf60c
954,42.639912,-73.757797,South End Community Health Center,HOSP-EC,46f0f0
955,43.255447,-77.067009,Sodus Health Center Clinic,HOSP-EC,46f0f0
956,40.911053,-73.838814,Montefiore Mount Vernon Methadone Maintenance Treatment Center,HOSP-EC,46f0f0
957,40.793499,-73.696411,Manhasset Day Center Clinic,HOSP-EC,46f0f0
958,40.706581,-73.662209,Project Outreach Clinic,HOSP-EC,46f0f0
959,40.730801,-73.742638,LIJMC-Satellite Dialysis Facility,HOSP-EC,46f0f0
960,44.596447,-75.155548,Laboratory and X-Ray Clinic,HOSP-EC,46f0f0
961,40.7394171,-73.7983193,NYP/Queens Trude Weishaupt Memorial Satellite Dialysis Center,HOSP-EC,46f0f0
962,40.671593,-73.996422,Vincent P. Dole Clinic,HOSP-EC,46f0f0
963,40.73896,-73.980194,Beth Israel Med Center 1-E 2-F 3-G,HOSP-EC,46f0f0
964,40.804955,-73.938629,Beth Israel Med Center #2,HOSP-EC,46f0f0
965,40.739075,-73.98011,Beth Israel Med Center 2-C,HOSP-EC,46f0f0
966,40.804955,-73.938629,Harlem Clinics #1 #3 #6 #7,HOSP-EC,46f0f0
967,40.685555,-73.978706,Beth Israel Med Center Cumberland,HOSP-EC,46f0f0
968,40.739037,-73.980141,Beth Israel Med Center 3-C,HOSP-EC,46f0f0
969,40.80822,-73.946678,Beth Israel Med Center 8 & 8-D,HOSP-EC,46f0f0
970,40.723099,-73.985603,Beth Israel Med Center Cooper Square,HOSP-EC,46f0f0
971,40.630581,-73.973892,"United Cerebral Palsy of New York City, Inc.",DTC,e6194b
972,41.928814,-73.999496,Planned Parenthood of the Mid-Hudson Valley,DTC-EC,f58231
973,43.022358,-78.877762,Planned Parenthood of Central and Western New York,DTC-EC,f58231
974,43.231136,-75.44133,Planned Parenthood Mohawk Hudson Inc Rome Center,DTC-EC,f58231
975,44.325516,-74.130325,"Planned Parenthood of the North Country, New York, Inc. - Saranac Lake",DTC-EC,f58231
976,44.848095,-74.30912,"Planned Parenthood of the North Country, New York, Inc. - Malone",DTC-EC,f58231
977,44.594929,-75.171242,"Planned Parenthood of the North Country, New York, Inc. - Canton",DTC-EC,f58231
978,44.698196,-75.491165,"Planned Parenthood of the North Country, New York, Inc. - Ogdensburg",DTC-EC,f58231
979,42.731441,-73.691093,"Upper Hudson Planned Parenthood, Inc.",DTC-EC,f58231
980,42.14257,-77.056992,Planned Parenthood Southern Finger Lakes at Corning,DTC-EC,f58231
981,42.899986,-73.35202,Rensselaer County Health Dept,DTC-EC,f58231
982,42.703697,-73.80761,Whitney M Young Methadone Rehab Clinic,DTC-EC,f58231
983,42.996937,-78.731537,Elderwood at Williamsville,NH,ffe119
984,42.811604,-73.949379,Visiting Nurse Service of Northeastern New York,LTHHCP,911eb4
985,42.093357,-76.796593,Chemung County Department of Health,LTHHCP,911eb4
986,43.079655,-73.801552,Planned Parenthood Mohawk Hudson Inc,DTC-EC,f58231
987,42.475258,-76.466187,Franziska Racker Centers,DTC-EC,f58231
988,40.834328,-73.385345,Huntington Methadone,DTC-EC,f58231
989,40.826127,-73.232344,North County Complex Methadone Maintenance Treatment Program,DTC-EC,f58231
990,42.582867,-77.941673,Nunda Center,DTC-EC,f58231
991,42.497738,-77.495895,Cohocton Center,DTC-EC,f58231
992,43.240894,-78.202805,Oak Orchard Community Health Center,DTC-EC,f58231
993,43.454305,-76.544068,Mary Walker Health Center Clinic,DTC-EC,f58231
994,40.626369,-74.152084,VNA of Staten Island,LTHHCP,911eb4
995,40.691814,-73.982254,MIC Womens Health Srvs-Fort Greene,DTC,e6194b
996,40.705341,-73.799408,Community Healthcare Network,DTC-EC,f58231
997,41.608796,-74.30177,United Community Health Center Clinic,DTC-EC,f58231
998,40.664169,-73.896873,St Martin De Porres Clinic,HOSP-EC,46f0f0
999,40.673027,-73.92746,Methadone Clinc I,HOSP-EC,46f0f0
1000,40.678497,-73.958687,Methadone Clinic II,HOSP-EC,46f0f0
1001,40.800331,-73.938187,START Treatment & Recovery Centers,DTC-EC,f58231
1002,40.807346,-73.946411,START Treatment & Recovery Centers,DTC-EC,f58231
1003,40.66544,-73.899811,START Treatment & Recovery Centers,DTC-EC,f58231
1004,40.697041,-73.935173,START Treatment & Recovery Centers,DTC-EC,f58231
1005,40.683155,-73.965019,START Treatment & Recovery Centers,DTC-EC,f58231
1006,40.746712,-73.990334,"The New Jewish Home, Manhattan LTHHCP",LTHHCP,911eb4
1007,40.725502,-73.997757,Greenwich House Methadone,DTC,e6194b
1008,40.721695,-73.995766,Judson Health Center,DTC-EC,f58231
1009,40.807858,-73.193588,Hauppauge Methadone,DTC-EC,f58231
1010,40.725353,-73.554321,"Nassau County Department of Mental Health, Chemical Dependency and Developmental Disability Services - Methadone Maintenance Clinic",DTC,e6194b
1011,42.760113,-78.832321,"Autumn View Health Care Facility, LLC",NH,ffe119
1012,42.086971,-78.450386,Cattaraugus Co Health Department,LTHHCP,911eb4
1013,40.634759,-74.013732,Metropolitan Jewish Long Term Home Care,LTHHCP,911eb4
1014,40.860298,-73.889198,Montefiore Medical Center,LTHHCP,911eb4
1015,43.053761,-76.172157,Visiting Nurse Association of Central New York Inc,LTHHCP,911eb4
1016,40.747776,-73.988197,Visiting Nurse Service of New York Home Care,LTHHCP,911eb4
1017,42.258457,-73.7658,"Upper Hudson Planned Parenthood, Inc.",DTC-EC,f58231
1018,42.971077,-77.994492,"Leroy Village Green Residential Health Care Facility, Inc",NH,ffe119
1019,40.785938,-73.945763,Center for Comprehensive Health Practice Inc,DTC,e6194b
1020,42.441273,-76.033188,Marathon Rural Health Center Clinic,DTC-EC,f58231
1021,42.542934,-75.895599,Cincinnatus Rural Health Center Clinic,DTC-EC,f58231
1022,40.5826,-74.084587,Island Rehabilitative Services Corp,DTC,e6194b
1023,42.534122,-75.524529,"Family Planning of South Central New York, Inc. at Norwich",DTC-EC,f58231
1024,40.795704,-73.936668,Little Sisters of the Assumption Family Health,CHHA,4363d8
1025,41.744904,-74.483742,Samaritan Health Service Ellenville,DTC-EC,f58231
1026,40.770457,-73.836388,"Royal Care Certified Home Health Care, LLC",CHHA,4363d8
1027,40.725567,-73.079498,Good Samaritan Nursing Home,NH,ffe119
1028,40.687092,-73.97654,Brooklyn Plaza Medical Center,DTC,e6194b
1029,43.079109,-75.997574,The Crossings Nursing and Rehabilitation Centre,NH,ffe119
1030,43.099613,-75.275528,Visiting Nurse Association of Utica and Oneida County Inc,LTHHCP,911eb4
1031,43.099613,-75.275528,Visiting Nurse Association of Utica and Oneida County Inc,LTHHCP,911eb4
1032,42.678467,-73.795662,VNA Home Health,LTHHCP,911eb4
1033,40.849575,-73.845055,Montefiore Med Center - Jack D Weiler Hosp of A Einstein College Div,HOSP,800000
1034,44.978226,-74.694595,St Regis Mohawk Health Services,DTC,e6194b
1035,42.991219,-78.72982,Millard Fillmore Suburban Hospital,HOSP,800000
1036,42.832058,-78.810432,"Safire Rehabilitation of Southtowns, LLC",NH,ffe119
1037,40.64032,-74.011787,Primary Care Annex,HOSP-EC,46f0f0
1038,40.645313,-74.009232,Mental Health Center,HOSP-EC,46f0f0
1039,43.314148,-76.405258,Fulton Health Center,DTC-EC,f58231
1040,40.605255,-73.751953,Far Rockaway Treatment Center,HOSP-EC,46f0f0
1041,40.794212,-73.951065,Terence Cardinal Cooke Health Care Center,NH,ffe119
1042,40.745731,-73.991859,Greenwich House Counseling Center,DTC-EC,f58231
1043,40.579605,-74.078171,South Beach Psychiatric Center,HOSP-EC,46f0f0
1044,40.757553,-73.782066,FMS-Bayside Dialysis Center,DTC-EC,f58231
1045,40.654888,-73.610298,South Nassau Communities Hospital,LTHHCP,911eb4
1046,40.706997,-73.91465,Ridgewood Dialysis Center,DTC,e6194b
1048,42.775986,-73.700363,St Peters Addiction Recovery Center,HOSP-EC,46f0f0
1049,41.204334,-73.890617,New York Presbyterian/Hudson Valley Diagnostic Radiology,HOSP-EC,46f0f0
1050,43.31308,-73.577766,The Center for Recovery,HOSP-EC,46f0f0
1051,42.982777,-78.906456,Ken-Ton Family Care,HOSP-EC,46f0f0
1052,42.529236,-75.525871,Hospice and Palliative Care of Chenango County,HSPC,3cb44b
1053,40.715927,-73.770912,Hollis Park Manor Nursing Home,NH,ffe119
1054,42.124207,-77.949409,Jones Mem Hosp Health Care Clinic,HOSP-EC,46f0f0
1055,42.45277,-75.063469,Bassett Healthcare Oneonta,HOSP-EC,46f0f0
1056,42.789211,-74.617807,Bassett Healthcare Sharon Springs,HOSP-EC,46f0f0
1057,40.874195,-73.837463,Citadel Home Care,LTHHCP,911eb4
1058,40.765518,-73.954529,Rogosin Kidney Center,DTC,e6194b
1059,40.697037,-73.629593,South Shore Dialysis Center,DTC,e6194b
1060,40.704281,-73.962517,Bedford Medical Family Health Center Inc,DTC,e6194b
1061,42.609051,-76.186195,"Cortland Regional Medical Center, Inc.",LTHHCP,911eb4
1062,40.905293,-73.849434,Centers Home Health Revival,CHHA,4363d8
1063,40.598469,-73.764702,Bezalel Rehabilitation and Nursing Center,NH,ffe119
1064,43.151859,-77.595985,Kirkhaven,NH,ffe119
1065,40.607754,-73.972717,Rogosin Institute - Nephrology Foundation of Brooklyn South,DTC-EC,f58231
1066,43.035419,-76.208199,St Camillus Home Care Agency,CHHA,4363d8
1067,43.025597,-74.998444,Valley Health Services Inc,NH,ffe119
1068,42.900936,-78.86274,Highpointe on Michigan Health Care Facility,NH,ffe119
1069,43.250642,-75.179226,UCP&Handicapped Persons of Utica Area,DTC-EC,f58231
1070,40.800552,-72.879204,South Brookhaven Health Center East,HOSP-EC,46f0f0
1071,40.845509,-73.893288,"Vocational Inst Project Comm Services, Inc",DTC,e6194b
1072,41.063942,-73.857544,Phelps Threshold&Alcoholism Clinic,HOSP-EC,46f0f0
1073,42.805534,-73.916946,FMS-Capital District Dialysis Center,DTC-EC,f58231
1074,42.805534,-73.916946,FMS-Capital District Dialysis Center,DTC-EC,f58231
1075,42.679539,-73.789314,St Peters Addiction Recovery Center,HOSP-EC,46f0f0
1076,40.821918,-73.942513,Drew Hamilton Center,DTC-EC,f58231
1077,40.614563,-74.109016,Richmond Kidney Center,DTC-EC,f58231
1078,40.815216,-73.958412,Grant Houses Center,DTC-EC,f58231
1079,40.792744,-73.947311,FMS-City Dialysis Center,DTC-EC,f58231
1080,40.642799,-73.899612,Four Seasons Nursing and Rehabilitation Center,NH,ffe119
1081,40.84948,-73.158676,Nesconset Center for Nursing and Rehabilitation,NH,ffe119
1082,42.144894,-75.959541,James G. Johnston Memorial Nursing Home,NH,ffe119
1083,43.122807,-76.181442,Elderwood at Liverpool,NH,ffe119
1084,40.600983,-73.749962,"Haven Manor Health Care Center,LLC",NH,ffe119
1085,44.195477,-75.605301,Antwerp Health Center,,bcf60c
1086,44.195477,-75.605301,Antwerp Health Center,,bcf60c
1087,40.942871,-73.876038,After Care Program,HOSP-EC,46f0f0
1088,40.728966,-73.979195,Roberto Clemente Family Guidance Center,DTC-EC,f58231
1089,41.007656,-73.879242,St Cabrini Nursing Home,LTHHCP,911eb4
1090,43.035419,-76.208199,St Camillus Residential Health Care Facility,DTC,e6194b
1091,43.086962,-76.072515,McAuliffe Health Center,DTC,e6194b
1092,42.734924,-73.670921,James A Eddy Memorial Geriatric Center,NH,ffe119
1093,42.730587,-78.833969,Elderwood at Hamburg,NH,ffe119
1094,43.006397,-74.371323,Community Health Center of St. Mary's Healthcare and Nathan Littauer Hospital,CHHA,4363d8
1095,43.006397,-74.371323,Community Health Center of St. Mary's Healthcare and Nathan Littauer Hospital,LTHHCP,911eb4
1096,40.690781,-73.345139,East Neck Nursing & Rehabilitation Center,NH,ffe119
1097,40.627441,-74.167397,Metro Community Health Center Staten Island,DTC-EC,f58231
1098,40.84856,-73.90239,Alcoholism Clinic,DTC-EC,f58231
1099,42.121269,-77.947121,Willcare LTHHCP,LTHHCP,911eb4
1100,41.38979,-74.337029,Planned Parenthood of the Mid-Hudson Valley,DTC-EC,f58231
1101,42.972507,-78.878639,Schofield Residence,LTHHCP,911eb4
1102,43.985638,-75.918922,Jefferson County Public Health Service,LTHHCP,911eb4
1103,43.112175,-77.597466,FMS-Clinton Crossing,DTC-EC,f58231
1104,43.099258,-76.181641,Hospice of Central New York Hospice&Palliative Care Associates,HSPC,3cb44b
1105,42.328117,-79.572411,"Absolut Center for Nursing and Rehabilitation at Westfield, LLC",NH,ffe119
1106,43.104618,-77.577599,Jewish Home of Rochester,NH,ffe119
1107,40.832577,-73.903114,Mental Health Clinic,HOSP-EC,46f0f0
1108,43.269108,-77.696175,Lifetime Medical Health Group,DTC-EC,f58231
1109,42.90863,-78.866753,Downtown Alcoholism Clinic,HOSP-EC,46f0f0
1110,40.74432,-73.974632,Lower Manhattan Dialysis Center Inc,DTC,e6194b
1111,43.04533,-76.139816,Hutchings Psychiatric Center,HOSP-EC,46f0f0
1112,42.40509,-76.48777,Hospicare and Palliative Care Services,HSPC,3cb44b
1113,40.711975,-73.944008,Woodhull Williamsburg Adult Health Center,HOSP-EC,46f0f0
1114,41.046043,-74.005409,Nyack Hospital,LTHHCP,911eb4
1115,40.912102,-73.121696,Long Island State Veterans Home,NH,ffe119
1116,40.7731994,-73.5636963,North Shore Home Care LTHHCP,LTHHCP,911eb4
1117,43.14901,-77.636139,Unity Living Center,NH,ffe119
1118,40.576097,-73.985646,Ida G Israel Community Health Center,HOSP-EC,46f0f0
1119,40.759628,-73.693459,Parker Jewish Institute for Health Care & Rehabilitation,LTHHCP,911eb4
1120,40.8566288,-73.4035755,Huntington Artificial Kidney Center,DTC-EC,f58231
1121,40.847294,-73.844658,Calvary Hospital,CHHA,4363d8
1122,43.557465,-73.657295,Bolton Health Center,DTC-EC,f58231
1123,40.599018,-73.751686,Beach Gardens Rehab and Nursing Center,NH,ffe119
1124,42.839748,-78.772827,Planned Parenthood of Central and Western New York,DTC-EC,f58231
1125,43.083752,-77.581985,"United Cerebral Palsy Association of the Rochester Area, Inc",DTC,e6194b
1126,41.389069,-74.318451,"Elant at Goshen, Inc.",NH,ffe119
1127,40.736973,-73.997025,FMS-Southern Manhattan Dialysis Center,DTC,e6194b
1128,42.54744,-75.248413,Bassett Healthcare Morris,HOSP-EC,46f0f0
1129,42.097408,-79.239922,The Chautauqua Center of Jamestown,DTC-EC,f58231
1130,42.077347,-78.444183,Homecare and Hospice,HSPC,3cb44b
1131,40.867664,-73.2202,St Catherine of Siena Nursing and Rehabilitation Care Center,NH,ffe119
1132,40.772404,-72.933739,Bellhaven Center for Rehabilitation and Nursing Care,NH,ffe119
1133,41.926929,-74.882904,Roscoe Health Center,,bcf60c
1134,40.706543,-74.005569,HHC Health and Home Care,LTHHCP,911eb4
1135,40.872643,-73.171196,Smithtown Center for Rehabilitation & Nursing Care,NH,ffe119
1136,40.92923,-72.679947,Quannacut Outpatient Services,HOSP-EC,46f0f0
1137,40.869362,-73.82605,Bay Plaza Primary Care Center,HOSP-EC,46f0f0
1138,43.19281,-77.584511,The Womens Center,HOSP-EC,46f0f0
1139,43.000835,-78.193619,Planned Parenthood of Central and Western New York,DTC-EC,f58231
1140,42.100151,-76.827057,Health Center for Women,HOSP-EC,46f0f0
1141,40.737877,-73.978661,New York University Dental Center,DTC,e6194b
1142,42.956268,-78.68856,"Harris Hill Nursing Facility, LLC",NH,ffe119
1143,41.059147,-73.794945,Greenburgh Alcoholism Ext Clinic,HOSP-EC,46f0f0
1144,42.891239,-75.637856,Family Health Centers of Comm Mem Hosp,,bcf60c
1145,42.930893,-75.380669,Family Health Centers of Comm Mem Hosp,,bcf60c
1146,40.785221,-73.709167,Irving Goldman Family Care Center,HOSP-EC,46f0f0
1147,42.901783,-76.846703,Taylor-Brown Health Center,HOSP-EC,46f0f0
1148,41.448524,-74.416115,Middletown Community Health Center,DTC-EC,f58231
1149,40.586643,-74.086708,Sanford R Nalitt Inst for Cancer,HOSP-EC,46f0f0
1150,43.201027,-77.497665,Visiting Nurse Hospice and Palliative Care,HSPC,3cb44b
1151,40.581226,-74.131569,Staten Island University Hospital University Hospice,HSPC,3cb44b
1152,42.43655,-76.510513,Visiting Nurse Service of Ithaca & Tompkins County Inc,CHHA,4363d8
1153,41.23604,-73.91731,Bethel Nursing Home Co Inc,LTHHCP,911eb4
1154,43.976223,-75.915482,"North Country Family Health Center, Inc.",DTC,e6194b
1155,43.170425,-77.627304,Brown Square Health Center,DTC-EC,f58231
1156,40.719131,-73.305229,Planned Parenthood Hudson Peconic - West Islip,DTC-EC,f58231
1157,42.94146,-74.194885,Alcoholism Rehabilitation,HOSP-EC,46f0f0
1158,42.43655,-76.510513,Visiting Nurse Service of Ithaca & Tompkins County Inc,LTHHCP,911eb4
1159,44.601826,-75.150688,St Lawrence Co Public Health Dept,DTC,e6194b
1160,41.024117,-73.7631,VNS Westchester,CHHA,4363d8
1161,42.227245,-76.33725,Candor Family Care Center,HOSP-EC,46f0f0
1162,42.574554,-76.216957,Franziska Racker Centers,DTC-EC,f58231
1163,43.070301,-75.344276,Hospice and Palliative Care Inc,HSPC,3cb44b
1164,41.084377,-73.861809,Open Door Family Medical Center-Sleepy Hollow,DTC-EC,f58231
1165,43.093097,-76.070333,HCR / HCR Home Care,LTHHCP,911eb4
1166,42.850861,-74.996864,Bassett Healthcare Richfield Springs,HOSP-EC,46f0f0
1167,43.974274,-75.9132,"Planned Parenthood of the North Country, New York, Inc. - Watertown",DTC,e6194b
1168,44.685066,-73.449348,HCR / HCR Home Care,LTHHCP,911eb4
1169,43.30069,-73.585999,HCR / HCR Home Care,LTHHCP,911eb4
1170,40.780437,-73.034721,Planned Parenthood Hudson Peconic - Patchogue,DTC-EC,f58231
1171,40.919685,-72.655037,Planned Parenthood Hudson Peconic - Riverhead,DTC-EC,f58231
1172,40.704983,-73.784019,FMS-South Queens Dialysis Center,DTC-EC,f58231
1173,42.811157,-73.940247,Ellis Hospital Mental Health Clinic,HOSP-EC,46f0f0
1174,42.10326,-75.998024,Lourdes Vestal,HOSP-EC,46f0f0
1175,42.940311,-78.754158,"Aspire of Western New York, Inc.",DTC-EC,f58231
1176,42.184658,-77.14283,CareFirst / Southern Tier Hospice and Palliative Care / Southern Tier Hospice,HSPC,3cb44b
1177,40.933105,-73.898598,Yonkers District Office,DTC-EC,f58231
1178,41.028988,-73.766464,White Plains District Office,DTC-EC,f58231
1179,42.732361,-73.671814,DCI-Rubin Dialysis Centers,DTC-EC,f58231
1180,40.73819,-73.643799,Winthrop University Hospital,LTHHCP,911eb4
1181,41.796227,-74.710045,Sullivan County Public Health Services,LTHHCP,911eb4
1182,43.985638,-75.918922,Jefferson County Public Health Service,DTC,e6194b
1183,43.0975,-77.616798,HCR / HCR Home Care,LTHHCP,911eb4
