id,latitude,longitude,name,type,color
750,40.658989,-73.950386,CHN - Caribbean House Clinic,DTC-EC,7E7D72
751,40.64941,-73.898132,Atrium Center for Rehabilitation and Nursing,NH,A887B8
752,40.710426,-74.005486,New York-Presbyterian/Lower Manhattan Hospital,HOSP,FACB1E
753,40.739605,-73.976509,Bellevue Hospital Center,HOSP,FACB1E
754,40.732666,-73.981598,Mount Sinai Beth Israel,HOSP,FACB1E
755,40.81435,-73.940506,Harlem Hospital Center,HOSP,FACB1E
756,40.734127,-73.98307,NYU Hospital for Joint Diseases,HOSP,FACB1E
757,40.765381,-73.954185,Hospital for Special Surgery,HOSP,FACB1E
758,40.669888,-73.881386,CHN - Dr. Betty Shabazz Center,DTC-EC,7E7D72
759,40.773907,-73.960632,Lenox Hill Hospital,HOSP,FACB1E
760,40.764633,-73.955444,Memorial Hospital for Cancer and Allied Diseases,HOSP,FACB1E
762,40.784775,-73.94368,Metropolitan Hospital Center,HOSP,FACB1E
763,40.705627,-73.944572,CHN - C A B S Clinic,DTC-EC,7E7D72
764,40.790482,-73.953766,Mount Sinai Hospital,HOSP,FACB1E
765,40.76408,-73.954926,New York Presbyterian Hospital - New York Weill Cornell Center,HOSP,FACB1E
766,40.732189,-73.984711,New York Eye and Ear Infirmary of Mount Sinai,HOSP,FACB1E
767,40.854176,-73.907028,Methadone Clinic III,HOSP-EC,C30B95
768,40.742874,-73.974159,NYU Hospitals Center,HOSP,FACB1E
769,40.841415,-73.940704,New York Presbyterian Hospital - Columbia Presbyterian Center,HOSP,FACB1E
770,40.762962,-73.956512,Rockefeller University Hospital,HOSP,FACB1E
771,40.770092,-73.987785,Mount Sinai West,HOSP,FACB1E
772,40.805912,-73.961639,Mount Sinai St. Luke's,HOSP,FACB1E
773,40.621376,-74.07476,RUMC-Bayley Seton,HOSP,FACB1E
774,40.802979,-73.940811,Henry J. Carter Specialty Hospital,HOSP,FACB1E
775,40.712891,-73.987694,Gouverneur Diagnostic and Treatment Center,DTC,F18FFD
776,40.791229,-73.944023,Settlement Health,DTC,F18FFD
777,40.717232,-73.999359,Charles B Wang Community Health Center Inc,DTC,F18FFD
778,40.713905,-73.983505,Betances Health Center,DTC,F18FFD
779,40.805058,-73.940964,Foot Clinics of NY,DTC,F18FFD
780,40.802544,-73.936569,East Harlem Council for Human Services Inc,DTC,F18FFD
781,40.724056,-74.0047,The Door - A Center of Alternatives,DTC,F18FFD
782,40.745678,-73.994385,Union Health Center-ILGWU,DTC,F18FFD
783,40.7562826,-73.9384004,United Wire Metal & Machine Medical Center,DTC,F18FFD
784,40.794228,-73.968834,William F Ryan Community Health Center Inc,DTC,F18FFD
785,40.706612,-74.01255,Center for Hearing and Communication,DTC,F18FFD
786,40.749596,-73.999138,Lower Manhattan Health District,DTC-EC,7E7D72
787,40.841106,-73.939987,Washington Heights Health Center,DTC-EC,7E7D72
788,40.725521,-73.993538,Margaret Sanger Center,DTC,F18FFD
789,40.750938,-73.940033,Floating Hospital (Incorporated),DTC,F18FFD
790,42.90926,-78.866539,Kaleida Health Family Planning Center,HOSP-EC,C30B95
791,40.7138099,-74.01162,Lower Eastside Service Center Inc,DTC,F18FFD
792,40.717308,-74.00692,Medical and Health Research Association of New York City,DTC-EC,7E7D72
793,40.791119,-73.953316,Ambulatory Care Center,HOSP-EC,C30B95
794,40.854774,-73.927841,Isabella Geriatric Center Inc,NH,A887B8
795,40.766533,-73.954063,Mary Manning Walsh Nursing Home Co Inc,NH,A887B8
796,40.639965,-73.957695,Ditmas Park Care Center,NH,A887B8
797,40.715988,-73.982857,New East Side Nursing Home,NH,A887B8
798,40.774136,-73.956795,Upper East Side Rehabilitation and Nursing Center,NH,A887B8
799,43.074463,-78.865974,North Gate Health Care Facility,NH,A887B8
800,40.856972,-73.934891,Fort Tryon Center for Rehabilitation and Nursing,NH,A887B8
801,42.106472,-75.965775,Twin Tier Home Health Inc,CHHA,348588
802,40.746128,-73.650497,Family Consultation Clinic,HOSP-EC,C30B95
803,40.728577,-74.004524,VillageCare Rehabilitation and Nursing Center,NH,A887B8
804,40.768784,-73.942253,Coler Rehabilitation and Nursing Care Center,NH,A887B8
805,40.802979,-73.940811,Henry J. Carter Skilled Nursing Facility,NH,A887B8
806,40.799557,-73.963753,"The New Jewish Home, Manhattan",NH,A887B8
807,40.815022,-73.93721,"Harlem Center for Nursing and Rehabilitation, LLC",NH,A887B8
808,40.804531,-73.962807,Amsterdam Nursing Home Corp (1992),NH,A887B8
809,40.712891,-73.987694,New Gouverneur Hospital SNF,NH,A887B8
810,40.74432,-73.885719,Elmhurst Hospital Center,HOSP,FACB1E
811,40.755531,-73.815475,Flushing Hospital Medical Center,HOSP,FACB1E
812,40.701412,-73.816299,Jamaica Hospital Medical Center,HOSP,FACB1E
813,40.753349,-73.706848,Long Island Jewish Medical Center,HOSP,FACB1E
814,40.71722,-73.803581,Queens Hospital Center,HOSP,FACB1E
815,40.598637,-73.752769,St Johns Episcopal Hospital So Shore,HOSP,FACB1E
816,40.747517,-73.826035,NewYork-Presbyterian/Queens,HOSP,FACB1E
817,40.728745,-73.851036,Long Island Jewish Forest Hills,HOSP,FACB1E
818,40.768269,-73.924461,Mount Sinai Hospital - Mount Sinai Hospital of Queens,HOSP,FACB1E
819,44.700279,-73.466751,Mobile Health Screening Van,HOSP-EC,C30B95
820,40.754082,-73.872108,Corona Health Center,DTC-EC,7E7D72
821,40.704361,-73.800705,Jamaica Health Center,DTC-EC,7E7D72
822,42.14476,-77.121475,"Absolut Center for Nursing and Rehabilitation at Three Rivers, LLC",NH,A887B8
823,40.699528,-73.820709,Richmond Hill Clinic,DTC-EC,7E7D72
824,40.751766,-73.895958,FMS-Queens Artifical Kidney Center,DTC-EC,7E7D72
825,40.77618,-73.769989,St Marys Hospital for Children Inc,NH,A887B8
826,40.594929,-73.77906,Rockaway Care Center,NH,A887B8
827,40.705803,-73.736023,Queen of Peace Residence,NH,A887B8
828,40.714149,-73.801613,Margaret Tietz Center for Nursing Care Inc,NH,A887B8
829,40.758675,-73.782646,Ozanam Hall of Queens Nursing Home Inc,NH,A887B8
830,40.753952,-73.706223,Parker Jewish Institute for Health Care & Rehab,NH,A887B8
831,40.595257,-73.781097,Peninsula Nursing and Rehabilitation Center,NH,A887B8
832,40.781647,-73.82444,Bridge View Nursing Home,NH,A887B8
833,40.781315,-73.804703,The Grand Rehabilitation and Nursing at Queens,NH,A887B8
834,40.775177,-73.847572,Cliffside Rehabilitation & Residential Health Care Center,NH,A887B8
835,40.773888,-73.847313,Waterview Nursing Care Center,NH,A887B8
837,40.724815,-73.838074,Fairview Nursing Care Center Inc,NH,A887B8
838,40.610161,-73.745438,Far Rockaway Nursing Home,NH,A887B8
839,40.765556,-73.823601,"Sapphire Center for Rehabilitation and Nursing of Central Queens, LLC",NH,A887B8
840,40.721531,-73.854881,Forest Hills Care Center,NH,A887B8
841,40.721714,-73.841331,Forest View Center for Rehabilitation & Nursing,NH,A887B8
842,40.763371,-73.820488,Long Island Care Center Inc,NH,A887B8
843,40.722591,-73.804779,Meadow Park Rehabilitation and Health Care Center LLC,NH,A887B8
844,40.59795,-73.744637,"Oceanview Nursing & Rehabilitation Center, LLC",NH,A887B8
845,40.578716,-73.835403,Park Nursing Home,NH,A887B8
846,40.579185,-73.834702,Promenade Rehabilitation and Health Care Center,NH,A887B8
847,40.700535,-73.941711,Woodhull Medical & Mental Health Center,HOSP,FACB1E
848,40.740398,-73.849472,Rego Park Nursing Home,NH,A887B8
849,40.593727,-73.797134,Resort Nursing Home,NH,A887B8
850,40.746719,-73.7117,"New Glen Oaks Nursing Home, Inc",NH,A887B8
851,40.738827,-73.849312,Park Terrace Care Center,NH,A887B8
852,40.725147,-73.753143,Windsor Park Nursing Home,NH,A887B8
853,40.77457,-73.848305,"Woodcrest Rehabilitation & Residential Health Care Center., LLC",NH,A887B8
854,40.765881,-73.724258,Little Neck Care Center,NH,A887B8
855,40.60004,-73.752151,Queens Nassau Rehabilitation and Nursing Center,NH,A887B8
856,40.596481,-73.751122,Brookhaven Rehabilitation & Health Care Center LLC,NH,A887B8
857,40.72633,-73.890694,Midway Nursing Home,NH,A887B8
858,40.726879,-73.871681,Dry Harbor Nursing Home,NH,A887B8
859,40.59404,-73.78437,"Lawrence Nursing Care Center, Inc",NH,A887B8
860,40.756798,-73.822784,Franklin Center for Rehabilitation and Nursing,NH,A887B8
861,40.765556,-73.825699,Cypress Garden Center for Nursing and Rehabilitation,NH,A887B8
862,40.700279,-73.816765,Jamaica Hospital Nursing Home Co Inc,NH,A887B8
863,40.708519,-73.785828,Highland Care Center,NH,A887B8
864,40.712078,-73.764412,Holliswood Center for Rehabilitation and Healthcare,NH,A887B8
865,40.713646,-73.780113,Hillside Manor Rehab & Extended Care Center,NH,A887B8
866,40.71431,-73.801186,Chapin Home for the Aging,NH,A887B8
867,40.56918,-73.864243,Neponsit Health Care Center,NH,A887B8
868,42.781742,-78.77224,Mercy Hospital - Mercy Hospital Orchard Park Division,HOSP,FACB1E
870,41.044373,-73.805046,Mt. Vernon Neighborhood Health Center,DTC-EC,7E7D72
871,40.595409,-73.748398,"West Lawrence Care Center, LLC",NH,A887B8
872,40.903416,-73.838448,Mt Vernon Neighborhood Health Center,DTC,F18FFD
874,40.592949,-73.793602,Horizon Care Center,NH,A887B8
875,40.579437,-73.833862,Beacon Rehabilitation and Nursing Center,NH,A887B8
876,40.516773,-74.196808,Staten Island University Hosp-South,HOSP,FACB1E
877,40.635807,-74.106674,Richmond University Medical Center,HOSP,FACB1E
878,42.92717,-78.829224,Terrace View Long Term Care Facility,NH,A887B8
879,40.584141,-74.086998,Staten Island University Hosp-North,HOSP,FACB1E
880,43.105232,-77.618706,Easter Seals Comprehensive Primary Care D&TC,DTC,F18FFD
881,40.579643,-74.131454,Eger Health Care and Rehabilitation Center,NH,A887B8
882,40.593884,-74.135338,"Sea View Hospital, Rehabilitation Center and Home",NH,A887B8
883,40.608437,-74.122993,"Clove Lakes Health Care and Rehabilitation Center, Inc",NH,A887B8
884,40.620567,-74.076324,"New Vanderbilt Rehabilitation and Care Center, Inc",NH,A887B8
885,40.633396,-74.092171,Silver Lake Specialized Rehabilitation and Care Center,NH,A887B8
886,40.634281,-74.087616,Verrazano Nursing Home,NH,A887B8
887,40.596214,-74.090599,Carmel Richmond Healthcare and Rehabilitation Center,NH,A887B8
888,40.640015,-74.094337,Staten Island Care Center,NH,A887B8
889,40.606915,-74.131828,Golden Gate Rehabilitation & Health Care Center,NH,A887B8
890,42.678467,-73.795662,VNA Home Health,CHHA,348588
891,44.685066,-73.449348,HCR / HCR Home Care,CHHA,348588
892,44.219894,-73.597755,Essex County Nursing Service,CHHA,348588
893,44.845558,-74.290764,Franklin County Public Health Services,CHHA,348588
894,43.7584,-74.252502,Hamilton County Public Health Nursing Service Home Health Agency,CHHA,348588
895,42.736294,-73.687233,Eddy Visiting Nurse Association,CHHA,348588
896,42.811604,-73.949379,Visiting Nurse Service of Northeastern New York,CHHA,348588
897,43.0970571,-77.6192004,HCR / HCR Home Care,CHHA,348588
898,43.359562,-73.701469,Warren County Health Services,CHHA,348588
899,43.30069,-73.585999,HCR / HCR Home Care,CHHA,348588
900,40.860298,-73.889198,Montefiore Medical Center Home Care and Extended Services,CHHA,348588
901,40.706543,-74.005569,HHC Health and Home Care,CHHA,348588
902,40.706348,-74.01359,MJHS Home Care,CHHA,348588
903,40.626369,-74.152084,VNA of Staten Island,CHHA,348588
904,40.747776,-73.988197,Visiting Nurse Service of New York Home Care,CHHA,348588
905,40.584164,-73.934738,"Prime Home Health Services, LLC",CHHA,348588
906,40.693969,-73.984769,Empire State Home Care Services Inc,CHHA,348588
907,41.177589,-73.868782,Dominican Sisters Family Health Service Inc,CHHA,348588
908,40.8241,-73.224701,Suffolk Co Dept of Health Services Bureau  of Public Health Nursing,CHHA,348588
909,40.765911,-73.017731,Brookhaven Memorial Hospital Home Care Dept,CHHA,348588
910,41.063232,-73.839722,Visiting Nurse Association of Hudson Valley,CHHA,348588
911,41.402603,-74.321541,Orange County Department of Health Division of Public Health Nursing,CHHA,348588
912,41.046043,-74.005409,Nyack Hospital Home Care Department,CHHA,348588
913,41.092449,-73.977852,Good Samaritan Hospital Home Care Department,CHHA,348588
914,41.796227,-74.710045,Sullivan County Public Health Services,CHHA,348588
915,40.913258,-73.779434,Westchester County Department of Health,CHHA,348588
916,40.969849,-73.806931,Lawrence Home Care of Westchester,CHHA,348588
917,42.086971,-78.450386,Cattaraugus County Dept of Health Home Health Agency,CHHA,348588
918,42.093357,-76.796593,Chemung County Department of Health Home Health Agency,CHHA,348588
919,43.092171,-77.582054,Lifetime Care,CHHA,348588
920,42.911777,-78.870277,Buffalo Center for Rehabilitation and Nursing,NH,A887B8
921,43.201027,-77.497665,Visiting Nurse Service of Rochester and Monroe County,CHHA,348588
922,42.63702,-76.190186,HCR / HCR Home Care,CHHA,348588
923,43.985638,-75.918922,Jefferson County Public Health Service,CHHA,348588
924,43.795677,-75.498146,Lewis County General Hospital Certified Home Healthcare Agency,CHHA,348588
925,43.093097,-76.070333,HCR / HCR Home Care,CHHA,348588
926,43.099613,-75.275528,Visiting Nurse Association of Utica and Oneida County Inc,CHHA,348588
927,43.099613,-75.275528,Visiting Nurse Association of Utica and Oneida County Inc,CHHA,348588
928,43.053761,-76.172157,Visiting Nurse Association of Central New York Inc,CHHA,348588
929,43.310375,-73.636749,Planned Parenthood Mohawk Hudson Inc,DTC-EC,7E7D72
930,41.495663,-74.029892,Cornerstone Family Healthcare:  The Kaplan Family Pavilion,DTC,F18FFD
931,41.452526,-74.382607,Middletown Park Rehabilitation & Health Care Center,NH,A887B8
932,42.995274,-78.801361,Lifetime Health Medical Group,DTC-EC,7E7D72
933,43.099197,-79.05085,Trott Access Center,DTC-EC,7E7D72
934,40.578274,-73.939247,Menorah Home & Hospital for Aged & Infirm,NH,A887B8
935,40.665806,-73.909813,Brownsville Multi-Service Family Health Center,DTC,F18FFD
936,42.27029,-74.921367,HCR / HCR Home Care,CHHA,348588
937,43.060444,-77.099724,Newark Health Center,HOSP-EC,C30B95
938,40.722939,-73.987465,Max Meltzer Health & Service Center,HOSP-EC,C30B95
939,41.45332,-74.280342,Campbell Hall Rehabilitation Center Inc,NH,A887B8
940,43.076153,-75.652176,Planned Parenthood Mohawk Hudson Inc,DTC-EC,7E7D72
941,42.585533,-76.370605,Groton Community Health Care Center Residential Care Facility,NH,A887B8
942,40.765057,-73.940491,"Phoenix Houses of New York, Inc.",DTC,F18FFD
943,42.220104,-73.865952,Greene County Public Health Department,DTC,F18FFD
944,42.1194,-79.310501,Heritage Green Nursing Home,NH,A887B8
945,40.89048,-73.787163,Dumont Center for Rehabilitation and Nursing Care,NH,A887B8
946,42.895493,-78.508652,Sisters Hospital Alden Medical Center,HOSP-EC,C30B95
947,40.73819,-73.643799,Winthrop-University Hospital Home Health Agency,CHHA,348588
948,43.569448,-76.135422,Oswego County Health Dept,DTC-EC,7E7D72
949,43.336044,-73.715347,Prospect Child and Family Center,DTC,F18FFD
950,42.126461,-77.967834,Wellsville Manor Care Center,NH,A887B8
951,40.70208,-73.815659,Samaritan Health Service Van Wyck,DTC-EC,7E7D72
952,41.989207,-74.505634,Gottscho Childrens Dialysis Center,HOSP-EC,C30B95
953,42.526142,-76.986069,Dundee Family Health Center,,B0A150
954,42.639912,-73.757797,South End Community Health Center,HOSP-EC,C30B95
955,43.255447,-77.067009,Sodus Health Center Clinic,HOSP-EC,C30B95
956,40.911053,-73.838814,Montefiore Mount Vernon Methadone Maintenance Treatment Center,HOSP-EC,C30B95
957,40.793499,-73.696411,Manhasset Day Center Clinic,HOSP-EC,C30B95
958,40.706581,-73.662209,Project Outreach Clinic,HOSP-EC,C30B95
959,40.730801,-73.742638,LIJMC-Satellite Dialysis Facility,HOSP-EC,C30B95
960,44.596447,-75.155548,Laboratory and X-Ray Clinic,HOSP-EC,C30B95
961,40.7394171,-73.7983193,NYP/Queens Trude Weishaupt Memorial Satellite Dialysis Center,HOSP-EC,C30B95
962,40.671593,-73.996422,Vincent P. Dole Clinic,HOSP-EC,C30B95
963,40.73896,-73.980194,Beth Israel Med Center 1-E 2-F 3-G,HOSP-EC,C30B95
964,40.804955,-73.938629,Beth Israel Med Center #2,HOSP-EC,C30B95
965,40.739075,-73.98011,Beth Israel Med Center 2-C,HOSP-EC,C30B95
966,40.804955,-73.938629,Harlem Clinics #1 #3 #6 #7,HOSP-EC,C30B95
967,40.685555,-73.978706,Beth Israel Med Center Cumberland,HOSP-EC,C30B95
968,40.739037,-73.980141,Beth Israel Med Center 3-C,HOSP-EC,C30B95
969,40.80822,-73.946678,Beth Israel Med Center 8 & 8-D,HOSP-EC,C30B95
970,40.723099,-73.985603,Beth Israel Med Center Cooper Square,HOSP-EC,C30B95
971,40.630581,-73.973892,"United Cerebral Palsy of New York City, Inc.",DTC,F18FFD
972,41.928814,-73.999496,Planned Parenthood of the Mid-Hudson Valley,DTC-EC,7E7D72
973,43.022358,-78.877762,Planned Parenthood of Central and Western New York,DTC-EC,7E7D72
974,43.231136,-75.44133,Planned Parenthood Mohawk Hudson Inc Rome Center,DTC-EC,7E7D72
975,44.325516,-74.130325,"Planned Parenthood of the North Country, New York, Inc. - Saranac Lake",DTC-EC,7E7D72
976,44.848095,-74.30912,"Planned Parenthood of the North Country, New York, Inc. - Malone",DTC-EC,7E7D72
977,44.594929,-75.171242,"Planned Parenthood of the North Country, New York, Inc. - Canton",DTC-EC,7E7D72
978,44.698196,-75.491165,"Planned Parenthood of the North Country, New York, Inc. - Ogdensburg",DTC-EC,7E7D72
979,42.731441,-73.691093,"Upper Hudson Planned Parenthood, Inc.",DTC-EC,7E7D72
980,42.14257,-77.056992,Planned Parenthood Southern Finger Lakes at Corning,DTC-EC,7E7D72
981,42.899986,-73.35202,Rensselaer County Health Dept,DTC-EC,7E7D72
982,42.703697,-73.80761,Whitney M Young Methadone Rehab Clinic,DTC-EC,7E7D72
983,42.996937,-78.731537,Elderwood at Williamsville,NH,A887B8
984,42.811604,-73.949379,Visiting Nurse Service of Northeastern New York,LTHHCP,9BAC72
985,42.093357,-76.796593,Chemung County Department of Health,LTHHCP,9BAC72
986,43.079655,-73.801552,Planned Parenthood Mohawk Hudson Inc,DTC-EC,7E7D72
987,42.475258,-76.466187,Franziska Racker Centers,DTC-EC,7E7D72
988,40.834328,-73.385345,Huntington Methadone,DTC-EC,7E7D72
989,40.826127,-73.232344,North County Complex Methadone Maintenance Treatment Program,DTC-EC,7E7D72
990,42.582867,-77.941673,Nunda Center,DTC-EC,7E7D72
991,42.497738,-77.495895,Cohocton Center,DTC-EC,7E7D72
992,43.240894,-78.202805,Oak Orchard Community Health Center,DTC-EC,7E7D72
993,43.454305,-76.544068,Mary Walker Health Center Clinic,DTC-EC,7E7D72
994,40.626369,-74.152084,VNA of Staten Island,LTHHCP,9BAC72
995,40.691814,-73.982254,MIC Womens Health Srvs-Fort Greene,DTC,F18FFD
996,40.705341,-73.799408,Community Healthcare Network,DTC-EC,7E7D72
997,41.608796,-74.30177,United Community Health Center Clinic,DTC-EC,7E7D72
998,40.664169,-73.896873,St Martin De Porres Clinic,HOSP-EC,C30B95
999,40.673027,-73.92746,Methadone Clinc I,HOSP-EC,C30B95
1000,40.678497,-73.958687,Methadone Clinic II,HOSP-EC,C30B95
1001,40.800331,-73.938187,START Treatment & Recovery Centers,DTC-EC,7E7D72
1002,40.807346,-73.946411,START Treatment & Recovery Centers,DTC-EC,7E7D72
1003,40.66544,-73.899811,START Treatment & Recovery Centers,DTC-EC,7E7D72
1004,40.697041,-73.935173,START Treatment & Recovery Centers,DTC-EC,7E7D72
1005,40.683155,-73.965019,START Treatment & Recovery Centers,DTC-EC,7E7D72
1006,40.746712,-73.990334,"The New Jewish Home, Manhattan LTHHCP",LTHHCP,9BAC72
1007,40.725502,-73.997757,Greenwich House Methadone,DTC,F18FFD
1008,40.721695,-73.995766,Judson Health Center,DTC-EC,7E7D72
1009,40.807858,-73.193588,Hauppauge Methadone,DTC-EC,7E7D72
1010,40.725353,-73.554321,"Nassau County Department of Mental Health, Chemical Dependency and Developmental Disability Services - Methadone Maintenance Clinic",DTC,F18FFD
1011,42.760113,-78.832321,"Autumn View Health Care Facility, LLC",NH,A887B8
1012,42.086971,-78.450386,Cattaraugus Co Health Department,LTHHCP,9BAC72
1013,40.634759,-74.013732,Metropolitan Jewish Long Term Home Care,LTHHCP,9BAC72
1014,40.860298,-73.889198,Montefiore Medical Center,LTHHCP,9BAC72
1015,43.053761,-76.172157,Visiting Nurse Association of Central New York Inc,LTHHCP,9BAC72
1016,40.747776,-73.988197,Visiting Nurse Service of New York Home Care,LTHHCP,9BAC72
1017,42.258457,-73.7658,"Upper Hudson Planned Parenthood, Inc.",DTC-EC,7E7D72
1018,42.971077,-77.994492,"Leroy Village Green Residential Health Care Facility, Inc",NH,A887B8
1019,40.785938,-73.945763,Center for Comprehensive Health Practice Inc,DTC,F18FFD
1020,42.441273,-76.033188,Marathon Rural Health Center Clinic,DTC-EC,7E7D72
1021,42.542934,-75.895599,Cincinnatus Rural Health Center Clinic,DTC-EC,7E7D72
1022,40.5826,-74.084587,Island Rehabilitative Services Corp,DTC,F18FFD
1023,42.534122,-75.524529,"Family Planning of South Central New York, Inc. at Norwich",DTC-EC,7E7D72
1024,40.795704,-73.936668,Little Sisters of the Assumption Family Health,CHHA,348588
1025,41.744904,-74.483742,Samaritan Health Service Ellenville,DTC-EC,7E7D72
1026,40.770457,-73.836388,"Royal Care Certified Home Health Care, LLC",CHHA,348588
1027,40.725567,-73.079498,Good Samaritan Nursing Home,NH,A887B8
1028,40.687092,-73.97654,Brooklyn Plaza Medical Center,DTC,F18FFD
1029,43.079109,-75.997574,The Crossings Nursing and Rehabilitation Centre,NH,A887B8
1030,43.099613,-75.275528,Visiting Nurse Association of Utica and Oneida County Inc,LTHHCP,9BAC72
1031,43.099613,-75.275528,Visiting Nurse Association of Utica and Oneida County Inc,LTHHCP,9BAC72
1032,42.678467,-73.795662,VNA Home Health,LTHHCP,9BAC72
1033,40.849575,-73.845055,Montefiore Med Center - Jack D Weiler Hosp of A Einstein College Div,HOSP,FACB1E
1034,44.978226,-74.694595,St Regis Mohawk Health Services,DTC,F18FFD
1035,42.991219,-78.72982,Millard Fillmore Suburban Hospital,HOSP,FACB1E
1036,42.832058,-78.810432,"Safire Rehabilitation of Southtowns, LLC",NH,A887B8
1037,40.64032,-74.011787,Primary Care Annex,HOSP-EC,C30B95
1038,40.645313,-74.009232,Mental Health Center,HOSP-EC,C30B95
1039,43.314148,-76.405258,Fulton Health Center,DTC-EC,7E7D72
1040,40.605255,-73.751953,Far Rockaway Treatment Center,HOSP-EC,C30B95
1041,40.794212,-73.951065,Terence Cardinal Cooke Health Care Center,NH,A887B8
1042,40.745731,-73.991859,Greenwich House Counseling Center,DTC-EC,7E7D72
1043,40.579605,-74.078171,South Beach Psychiatric Center,HOSP-EC,C30B95
1044,40.757553,-73.782066,FMS-Bayside Dialysis Center,DTC-EC,7E7D72
1045,40.654888,-73.610298,South Nassau Communities Hospital,LTHHCP,9BAC72
1046,40.706997,-73.91465,Ridgewood Dialysis Center,DTC,F18FFD
1048,42.775986,-73.700363,St Peters Addiction Recovery Center,HOSP-EC,C30B95
1049,41.204334,-73.890617,New York Presbyterian/Hudson Valley Diagnostic Radiology,HOSP-EC,C30B95
1050,43.31308,-73.577766,The Center for Recovery,HOSP-EC,C30B95
1051,42.982777,-78.906456,Ken-Ton Family Care,HOSP-EC,C30B95
1052,42.529236,-75.525871,Hospice and Palliative Care of Chenango County,HSPC,B186FF
1053,40.715927,-73.770912,Hollis Park Manor Nursing Home,NH,A887B8
1054,42.124207,-77.949409,Jones Mem Hosp Health Care Clinic,HOSP-EC,C30B95
1055,42.45277,-75.063469,Bassett Healthcare Oneonta,HOSP-EC,C30B95
1056,42.789211,-74.617807,Bassett Healthcare Sharon Springs,HOSP-EC,C30B95
1057,40.874195,-73.837463,Citadel Home Care,LTHHCP,9BAC72
1058,40.765518,-73.954529,Rogosin Kidney Center,DTC,F18FFD
1059,40.697037,-73.629593,South Shore Dialysis Center,DTC,F18FFD
1060,40.704281,-73.962517,Bedford Medical Family Health Center Inc,DTC,F18FFD
1061,42.609051,-76.186195,"Cortland Regional Medical Center, Inc.",LTHHCP,9BAC72
1062,40.905293,-73.849434,Centers Home Health Revival,CHHA,348588
1063,40.598469,-73.764702,Bezalel Rehabilitation and Nursing Center,NH,A887B8
1064,43.151859,-77.595985,Kirkhaven,NH,A887B8
1065,40.607754,-73.972717,Rogosin Institute - Nephrology Foundation of Brooklyn South,DTC-EC,7E7D72
1066,43.035419,-76.208199,St Camillus Home Care Agency,CHHA,348588
1067,43.025597,-74.998444,Valley Health Services Inc,NH,A887B8
1068,42.900936,-78.86274,Highpointe on Michigan Health Care Facility,NH,A887B8
1069,43.250642,-75.179226,UCP&Handicapped Persons of Utica Area,DTC-EC,7E7D72
1070,40.800552,-72.879204,South Brookhaven Health Center East,HOSP-EC,C30B95
1071,40.845509,-73.893288,"Vocational Inst Project Comm Services, Inc",DTC,F18FFD
1072,41.063942,-73.857544,Phelps Threshold&Alcoholism Clinic,HOSP-EC,C30B95
1073,42.805534,-73.916946,FMS-Capital District Dialysis Center,DTC-EC,7E7D72
1074,42.805534,-73.916946,FMS-Capital District Dialysis Center,DTC-EC,7E7D72
1075,42.679539,-73.789314,St Peters Addiction Recovery Center,HOSP-EC,C30B95
1076,40.821918,-73.942513,Drew Hamilton Center,DTC-EC,7E7D72
1077,40.614563,-74.109016,Richmond Kidney Center,DTC-EC,7E7D72
1078,40.815216,-73.958412,Grant Houses Center,DTC-EC,7E7D72
1079,40.792744,-73.947311,FMS-City Dialysis Center,DTC-EC,7E7D72
1080,40.642799,-73.899612,Four Seasons Nursing and Rehabilitation Center,NH,A887B8
1081,40.84948,-73.158676,Nesconset Center for Nursing and Rehabilitation,NH,A887B8
1082,42.144894,-75.959541,James G. Johnston Memorial Nursing Home,NH,A887B8
1083,43.122807,-76.181442,Elderwood at Liverpool,NH,A887B8
1084,40.600983,-73.749962,"Haven Manor Health Care Center,LLC",NH,A887B8
1085,44.195477,-75.605301,Antwerp Health Center,,B0A150
1086,44.195477,-75.605301,Antwerp Health Center,,B0A150
1087,40.942871,-73.876038,After Care Program,HOSP-EC,C30B95
1088,40.728966,-73.979195,Roberto Clemente Family Guidance Center,DTC-EC,7E7D72
1089,41.007656,-73.879242,St Cabrini Nursing Home,LTHHCP,9BAC72
1090,43.035419,-76.208199,St Camillus Residential Health Care Facility,DTC,F18FFD
1091,43.086962,-76.072515,McAuliffe Health Center,DTC,F18FFD
1092,42.734924,-73.670921,James A Eddy Memorial Geriatric Center,NH,A887B8
1093,42.730587,-78.833969,Elderwood at Hamburg,NH,A887B8
1094,43.006397,-74.371323,Community Health Center of St. Mary's Healthcare and Nathan Littauer Hospital,CHHA,348588
1095,43.006397,-74.371323,Community Health Center of St. Mary's Healthcare and Nathan Littauer Hospital,LTHHCP,9BAC72
1096,40.690781,-73.345139,East Neck Nursing & Rehabilitation Center,NH,A887B8
1097,40.627441,-74.167397,Metro Community Health Center Staten Island,DTC-EC,7E7D72
1098,40.84856,-73.90239,Alcoholism Clinic,DTC-EC,7E7D72
1099,42.121269,-77.947121,Willcare LTHHCP,LTHHCP,9BAC72
1100,41.38979,-74.337029,Planned Parenthood of the Mid-Hudson Valley,DTC-EC,7E7D72
1101,42.972507,-78.878639,Schofield Residence,LTHHCP,9BAC72
1102,43.985638,-75.918922,Jefferson County Public Health Service,LTHHCP,9BAC72
1103,43.112175,-77.597466,FMS-Clinton Crossing,DTC-EC,7E7D72
